Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Finland,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0958705606142,0.104285340437,0.0879143302033
Finland,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0991613399535,0.107921112279,0.0909110207921
Finland,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.101853684318,0.111160649636,0.0928878845809
Finland,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.104045133082,0.112974249739,0.0955289134296
Finland,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.105881177211,0.114704553762,0.09763039747
Finland,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107685162613,0.116611753748,0.0993886823647
Finland,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.109459380608,0.118804521455,0.101274157266
Finland,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.111356217916,0.121473458692,0.102772460004
Finland,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.113465165483,0.123283152595,0.105076702868
Finland,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.115441120673,0.125084317835,0.106926987264
Finland,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.117424894934,0.127625219522,0.108641520218
Finland,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.119367747359,0.130468461118,0.110043268186
Finland,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.121242587846,0.132785626596,0.110919054661
Finland,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.123156602116,0.134505683781,0.112954009435
Finland,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.124971914854,0.136316583503,0.114880989328
Finland,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.126792854199,0.138396634054,0.116807906218
Finland,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.128658344243,0.14095617388,0.118389958041
Finland,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.130534464598,0.142684538242,0.120331043459
Finland,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.132536057021,0.145505972342,0.121626890362
Finland,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.134344513027,0.148124473983,0.122486145857
France,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0441479297399,0.0476268162535,0.040667953174
France,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0449429618553,0.0484454006952,0.0417280839236
France,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0458200580847,0.0492516993189,0.0426036715789
France,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0467628813254,0.0503373269848,0.0432773395915
France,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0477338918918,0.0514243048562,0.0439736855598
France,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0487004548095,0.0527321507597,0.0445042042238
France,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0498443072642,0.0538923735277,0.045740608999
France,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0512462778268,0.0554081581153,0.0474320136227
France,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0527391783729,0.0569851645191,0.0487782104506
France,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0541425873802,0.0588190334869,0.0498811375024
France,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0553086719262,0.0603694752906,0.0506583393896
France,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0562770044211,0.0609580603461,0.0519790211218
France,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0571948249374,0.0620082284255,0.0530781213003
France,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0581173750178,0.0628434838561,0.0540117360537
France,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0591268941055,0.0640652186865,0.0549001039109
France,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0602913764926,0.0655191573556,0.0558491126623
France,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.061725336874,0.0666330406349,0.0572131016378
France,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0634255308053,0.0683571009071,0.0589883596258
France,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0652343546019,0.0702725551595,0.0604999079534
France,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0669770653198,0.0721330392207,0.0617716801371
France,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0684909736882,0.0742624391557,0.062611863113
France,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0698288302386,0.075428223208,0.0641640934871
France,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0711431023341,0.0766572383071,0.0656110095835
France,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0724294603539,0.0780630851636,0.0670227606928
France,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0736890304455,0.0797130866388,0.0680187084211
France,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0748959411599,0.0813365644847,0.0686917917747
France,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0760387260824,0.0833008619075,0.0692447413262
France,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0771157341999,0.0852498735504,0.0695993606235
Germany,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0659993129797,0.0712566159768,0.0602024380354
Germany,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.066726862566,0.0714550249805,0.0616992906669
Germany,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0673075798628,0.0718418112526,0.0628603088488
Germany,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0678954329905,0.0723624965865,0.06381355866
Germany,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.068675465682,0.0730625233612,0.0645089602319
Germany,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0694793266384,0.0739579659769,0.0648492912421
Germany,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.070143199115,0.0745846695534,0.0656049206989
Germany,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0705746861301,0.074791444957,0.0658409116771
Germany,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0709871100045,0.0754552883537,0.0659496446126
Germany,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0715927071688,0.0763398019431,0.0663134286545
Germany,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0723044063588,0.0774416563418,0.0666182247816
Germany,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0731047411227,0.077944658743,0.0677437479701
Germany,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0738848518893,0.0786836068502,0.0688550322418
Germany,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0747589410293,0.0793986993564,0.0699223255093
Germany,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0758379014432,0.0806954799539,0.0710396273319
Germany,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0769804205267,0.0822020672263,0.071913433004
Germany,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0786535439977,0.0836449593043,0.073766098446
Germany,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0810307175688,0.0862855950789,0.0760355207148
Germany,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0837730820709,0.0892733896125,0.0784277748245
Germany,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0865271137867,0.0925472615566,0.0805758094646
Germany,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.088726005736,0.0954309653254,0.0824180908708
Germany,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0904922555888,0.0968637003054,0.0840505526417
Germany,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.092151507406,0.0990215037596,0.0854934540819
Germany,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0938301660279,0.100913966403,0.0870213063246
Germany,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0956013948953,0.103410659341,0.0885152111168
Germany,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0972567831718,0.106005373146,0.0898820518331
Germany,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0983783726724,0.107953152929,0.090425874562
Germany,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100266034723,0.11119105644,0.0913764017049
Greece,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0613564370343,0.0668226788682,0.0559288867024
Greece,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0616381257658,0.0665094340198,0.0567772878029
Greece,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0616160628381,0.066412475402,0.0569909823272
Greece,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0617755386656,0.0666773642435,0.0570975893919
Greece,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0621113484231,0.0675090830467,0.057086653777
Greece,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0626549647748,0.0686189602317,0.0573208153661
Greece,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0633490814588,0.0689678956456,0.0579856873979
Greece,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0641557554522,0.0698225891029,0.0588447258645
Greece,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0649781139167,0.0709848657084,0.059560095495
Greece,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0659474407036,0.0724552740351,0.060018523892
Greece,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0671080726843,0.0742915710021,0.0605366566153
Greece,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0684825945572,0.0754948811594,0.0620230883253
Greece,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0702246315561,0.0773472322063,0.0638388713865
Greece,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0722480071091,0.0791630056573,0.0658331750716
Greece,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0743940489499,0.0813576040003,0.0677010996777
Greece,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0765166885017,0.0842371046388,0.0693177381422
Greece,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0788469503957,0.0862870054686,0.0717090313175
Greece,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0814438371532,0.0891076745652,0.0742346036202
Greece,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0840666942799,0.0917435490523,0.0765476997151
Greece,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0865818014193,0.0946000170137,0.0789411226377
Greece,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.088824644424,0.0971165848862,0.0809561882795
Greece,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0909280228376,0.099253869897,0.0830720450773
Greece,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0930593165204,0.101453971393,0.0854629171526
Greece,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0952777606614,0.104017363042,0.0873018523761
Greece,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0974505497924,0.106718291644,0.0891485907764
Greece,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0995385731876,0.109158589914,0.0909917287352
Greece,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.101533232347,0.111789700915,0.092501903281
Greece,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.103047406057,0.114253627462,0.093354946303
Hungary,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0904262990261,0.0991383941081,0.0831795304076
Hungary,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0902261700883,0.0986947343015,0.0833409612426
Hungary,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0901149676206,0.0982541943288,0.083201457279
Hungary,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0902660210164,0.0981267581808,0.0835640036023
Hungary,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0907207617873,0.0983973400332,0.0835993447904
Hungary,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0915154132087,0.100152892023,0.0840292365453
Hungary,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0928679697811,0.101123138002,0.0855344957523
Hungary,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0947922886407,0.102920549022,0.0876798705185
Hungary,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.097079040819,0.105115998782,0.0898625593991
Hungary,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.099380398818,0.107576069782,0.0918648990782
Hungary,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.101410238107,0.109675329027,0.0930766029472
Hungary,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.103189438453,0.111339901076,0.094971537366
Hungary,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.104878249681,0.113165093934,0.0968377305108
Hungary,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.10654626834,0.114800290512,0.098671680113
Hungary,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.108163845705,0.116392985764,0.0999531644171
Hungary,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.109650947049,0.11855078437,0.1009715924
Hungary,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.111029162375,0.119772308617,0.102540775143
Hungary,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.112389096277,0.121294070265,0.103867979827
Hungary,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.11379864073,0.122918093489,0.10525964788
Hungary,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.115192126114,0.125273322384,0.105919869659
Hungary,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.116442528805,0.127202525793,0.106868769574
Hungary,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.11745833399,0.127927969917,0.107984352433
Hungary,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.11826483449,0.128594053254,0.109255963957
Hungary,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.118982121969,0.129820837277,0.109793937995
Hungary,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.119651779855,0.131058279341,0.110406214904
Hungary,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.120188690768,0.13219023319,0.110385525425
Hungary,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.120499133167,0.133273793196,0.110086059604
Hungary,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.120628353018,0.134161507081,0.109588870269
Iceland,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0567885504588,0.0622580984165,0.0515671402078
Iceland,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0577506666573,0.0630107038298,0.0526587957294
Iceland,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0587706030063,0.0641218713102,0.0537596022673
Iceland,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0598473697522,0.0652693196696,0.0548592130582
Iceland,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0609616619784,0.0665872076122,0.0558832249147
Iceland,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0621005965319,0.067885983143,0.0570183170774
Iceland,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0633440263304,0.0692339249551,0.0582588346718
Iceland,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0646620359476,0.070706724413,0.0595640456298
Iceland,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0660183383449,0.0722784637672,0.0604847112218
Iceland,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0673982561405,0.0738740499714,0.0615275542305
Iceland,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0687832266117,0.0755160854647,0.0624177115686
Iceland,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0702847591329,0.0772706710446,0.0642295116515
Iceland,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0719055209539,0.0791341276793,0.065764554714
Iceland,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0736877733559,0.0812094093645,0.067451817937
Iceland,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0755439399525,0.0834560021927,0.0691390576285
Iceland,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0773718711072,0.0857898440772,0.0703020541434
Iceland,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.079254835523,0.0876308155807,0.0724465061013
Iceland,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0811401888176,0.0893720411854,0.0743842276048
Iceland,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0831129223899,0.0912393511242,0.0762120324878
Iceland,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0852242399482,0.0938365794148,0.0780172336007
Iceland,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0874565951829,0.0962897371787,0.0798415013503
Iceland,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.089815620844,0.0988671359218,0.0821535833828
Iceland,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0921213050899,0.10154324271,0.0841957498262
Iceland,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0944117821314,0.104134570058,0.0862885102956
Iceland,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0966310473874,0.106675055907,0.0882406846758
Iceland,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.098804495878,0.109208557097,0.0899239294306
Iceland,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100971866455,0.11185994706,0.0916114253453
Iceland,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.103096323396,0.114326174852,0.0933359491962
Ireland,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0690661280201,0.0751499235818,0.063197145249
Ireland,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0707067938489,0.0766612430634,0.0649153562471
Ireland,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0722906138457,0.078213255217,0.0665651762539
Ireland,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0738082346147,0.0800618314437,0.0678687162284
Ireland,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0753037777097,0.0819937549205,0.0690933053535
Ireland,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0767945784814,0.0840458352361,0.0704421877439
Ireland,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0783557821722,0.0854810234924,0.0720920310883
Ireland,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.080038007491,0.0873208232699,0.0740229738516
Ireland,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0816888545181,0.089231367306,0.0754379135375
Ireland,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0831296638168,0.0907054350168,0.0762709593251
Ireland,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0842230119181,0.0921194733526,0.0768638431966
Ireland,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0849434196986,0.0927124860567,0.07773995645
Ireland,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.085457325535,0.0932456758832,0.0785296609244
Ireland,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.085914098122,0.0938759278249,0.0788492817707
Ireland,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0864214718017,0.094760778268,0.0793876401886
Ireland,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0871601135929,0.0957056912948,0.0798825639977
Ireland,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.088182057281,0.0967563496004,0.0809534612343
Ireland,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0894086067652,0.0976634097957,0.0823817789625
Ireland,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0908123251376,0.0990583096957,0.0832862391432
Ireland,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0922910253475,0.101048993787,0.0844271207449
Ireland,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0939159418132,0.102781378493,0.0854907962391
Ireland,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0957413130364,0.104576686105,0.0873667698196
Ireland,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0977876910848,0.106858672344,0.0894087190247
Ireland,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100106149535,0.109309552562,0.0916553289074
Ireland,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.102669636377,0.112406873829,0.0940573344194
Ireland,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.105485179839,0.116062914848,0.0965863657433
Ireland,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.108480825533,0.119922023258,0.0988350598937
Ireland,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.111576250209,0.123927328946,0.101085109013
Israel,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0527520057929,0.0573335349294,0.0484382156259
Israel,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0555474366828,0.0603048914748,0.0512708923829
Israel,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0581418334542,0.0630118325353,0.0537665647273
Israel,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0604783388571,0.0656901932112,0.0559432636549
Israel,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0625342025395,0.0681719780937,0.0578041583799
Israel,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0643383634466,0.0703505076828,0.0592604848853
Israel,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.065933765545,0.0717811463589,0.0612128103282
Israel,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.067497951611,0.0732191058859,0.0629709235488
Israel,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0688242537596,0.0744133223076,0.0641755035075
Israel,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0698450081112,0.0754746345458,0.0650391994436
Israel,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0706129799705,0.0765162166607,0.0653231477475
Israel,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0710868404777,0.0770190645639,0.0659345270796
Israel,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0714453974043,0.0773254425724,0.0662447241916
Israel,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0716654790006,0.0777120474582,0.0665794299225
Israel,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0719096475134,0.0779388020966,0.0667308007587
Israel,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0724322528771,0.0786186861249,0.0670947203619
Israel,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0730604126978,0.0791658676521,0.0678530402288
Israel,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0736740046364,0.0797187372155,0.0684773603551
Israel,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0741755796522,0.0805079842385,0.0690077558528
Israel,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0746661697891,0.0811852501513,0.0692859159354
Israel,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0752966093332,0.0822955306377,0.0694029196723
Israel,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0759700466554,0.0826055788073,0.0703060939417
Israel,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0767181079499,0.083220059214,0.0712934301603
Israel,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0774636643655,0.0838382156963,0.0719694742287
Israel,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0782405869041,0.0847135149914,0.0725625918603
Israel,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0791307336983,0.0858666256473,0.0729206054846
Israel,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.080034246892,0.0872628929732,0.0733141742314
Israel,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0809582058521,0.088659217948,0.0735627696414
Italy,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0678311409651,0.0740902517045,0.0616108433614
Italy,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0693568398646,0.0752204137141,0.0634674013346
Italy,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0708464155294,0.0766982204912,0.0649976143943
Italy,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0723564057864,0.0786161265308,0.0663877624726
Italy,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0738799000803,0.0808653243251,0.0677199519407
Italy,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0754182320935,0.0834355095026,0.068655891844
Italy,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.077142200117,0.0850111206274,0.0707913105275
Italy,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0790253892485,0.0870312405722,0.073022490746
Italy,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0809540493391,0.0889833361232,0.0750746163495
Italy,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0828263481828,0.0908685392665,0.0767776509188
Italy,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0845153993123,0.092834944212,0.0780425885606
Italy,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0855223630183,0.093290084447,0.0795596353303
Italy,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0856038222901,0.0928176081472,0.0800632786429
Italy,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0851896906723,0.0919708726575,0.0797341492635
Italy,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0848179266627,0.0917071102299,0.0793408657696
Italy,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0850067103408,0.091753167453,0.0795129060391
Italy,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0857162228621,0.0919531820472,0.0806144143768
Italy,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.086549159434,0.0920851221827,0.0814433991841
Italy,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0874641908384,0.0930906874085,0.0819437889422
